GO:0016020	6238	membrane
GO:0005737	5690	cytoplasm
GO:0005634	5057	nucleus
GO:0016021	3897	integral component of membrane
GO:0005886	3754	plasma membrane
GO:0005829	3057	cytosol
GO:0070062	2460	extracellular exosome
GO:0005654	2413	nucleoplasm
GO:0005576	1762	extracellular region
GO:0005739	1335	mitochondrion
GO:0005887	1259	integral component of plasma membrane
GO:0005615	1212	extracellular space
GO:0005783	1169	endoplasmic reticulum
GO:0005794	1059	Golgi apparatus
GO:0005856	1034	cytoskeleton
GO:0005622	898	intracellular
GO:0005789	809	endoplasmic reticulum membrane
GO:0005730	708	nucleolus
GO:0030054	671	cell junction
GO:0042995	656	cell projection
GO:0043231	634	intracellular membrane-bounded organelle
GO:0048471	589	perinuclear region of cytoplasm
GO:0000139	561	Golgi membrane
GO:0009986	534	cell surface
GO:0031410	495	cytoplasmic vesicle
GO:0005768	493	endosome
GO:0045202	427	synapse
GO:0043234	406	protein complex
GO:0005925	376	focal adhesion
GO:0005743	369	mitochondrial inner membrane
GO:0005813	360	centrosome
GO:0043025	355	neuronal cell body
GO:0030425	330	dendrite
GO:0005575	328	cellular_component
GO:0043005	316	neuron projection
GO:0005815	313	microtubule organizing center
GO:0005578	304	proteinaceous extracellular matrix
GO:0005694	299	chromosome
GO:0005764	297	lysosome
GO:0005759	292	mitochondrial matrix
GO:0005874	283	microtubule
GO:0016324	283	apical plasma membrane
GO:0030424	264	axon
GO:0030529	256	intracellular ribonucleoprotein complex
GO:0005765	225	lysosomal membrane
GO:0045121	216	membrane raft
GO:0005929	212	cilium
GO:0031012	210	extracellular matrix
GO:0005769	205	early endosome
GO:0015629	200	actin cytoskeleton
GO:0031965	195	nuclear membrane
GO:0045211	194	postsynaptic membrane
GO:0009897	190	external side of plasma membrane
GO:0005788	186	endoplasmic reticulum lumen
GO:0010008	185	endosome membrane
GO:0016323	183	basolateral plasma membrane
GO:0005667	181	transcription factor complex
GO:0016607	171	nuclear speck
GO:0005911	165	cell-cell junction
GO:0016023	161	cytoplasmic, membrane-bounded vesicle
GO:0000790	154	nuclear chromatin
GO:0005819	153	spindle
GO:0030027	152	lamellipodium
GO:0014069	147	postsynaptic density
GO:0043209	147	myelin sheath
GO:0005635	137	nuclear envelope
GO:0005741	136	mitochondrial outer membrane
GO:0005840	135	ribosome
GO:0005938	131	cell cortex
GO:0015630	130	microtubule cytoskeleton
GO:0031225	127	anchored component of membrane
GO:0043235	124	receptor complex
GO:0030659	121	cytoplasmic vesicle membrane
GO:0000775	120	chromosome, centromeric region
GO:0005681	119	spliceosomal complex
GO:0012505	118	endomembrane system
